"file name","direction","verb","cause","effect","sent"
"UA_3_2018_02_28.txt","forward","result in","debt securities","a default","failure to comply with any of the covenants under the credit agreement or our debt securities could result in a default."
"AAPL_5_2015_10_28.txt","forward","result in","third-party applications","dissatisfied customers","ios devices are subject to rapid technological change, and, if third-party developers are unable to or choose not to keep up with this pace of change, third-party applications might not successfully operate and may result in dissatisfied customers."
"AAPL_5_2015_10_28.txt","reverse","affected by","natural disasters","manufacturing vendors","the majority of the company’s r&d activities, its corporate headquarters, information technology systems and other critical business operations, including certain component suppliers and manufacturing vendors, are in locations that could be affected by natural disasters."
"AAPL_5_2015_10_28.txt","reverse","affected by","foreign currency exchange rate fluctuations","components","margins on sales of the company’s products in foreign countries and on sales of products that include components obtained from foreign suppliers, could be materially adversely affected by foreign currency exchange rate fluctuations."
"ZION_7_2014_03_03.txt","reverse","affected by","the same adverse economic events","groups","for example, our credit risk could be elevated to the extent our lending practices in these three states focus on borrowers or groups of borrowers with similar economic characteristics that are similarly affected by the same adverse economic events."
"D_9_2012_02_28.txt","reverse","affected by","changes","virginia power ’ s results","dominion’s and virginia power’s results of operations can be affected by changes in the weather."
"D_9_2012_02_28.txt","forward","result in","regulations","substantial expense","however, new laws or regulations, the revision or reinterpretation of existing laws or regulations, or penalties imposed for non-compliance with existing laws or regulations may result in substantial expense."
"D_9_2012_02_28.txt","forward","result in","operating costs","increased capital expenditures","compliance with the mandatory reliability standards may subject the companies to higher operating costs and may result in increased capital expenditures."
"D_9_2012_02_28.txt","forward","result in","the extent","ineffectiveness losses","derivatives designated under hedge accounting, to the extent not fully offset by the hedged transaction, can result in ineffectiveness losses."
"LVS_2_2019_02_22.txt","forward","result in","the pegs","severe fluctuations","the floating of the renminbi and possible changes to the pegs of the macao pataca and/or the hong kong dollar may result in severe fluctuations in the exchange rate for these currencies."
"LVS_2_2019_02_22.txt","reverse","affected by","hazardous substances","the cleanup","a failure to complete our projects on budget or on schedule may have a material adverse effect on our financial condition, results of operations and cash flows.because we own real property, we are subject to extensive environmental regulation, which creates uncertainty regarding future environmental expenditures and liabilities.we have incurred and will continue to incur costs to comply with environmental requirements, such as those relating to discharges into the air, water and land, the handling and disposal of solid and hazardous waste and the cleanup of properties affected by hazardous substances."
"CCL_4_2017_01_30.txt","forward","result in","ships","reduced profitability","furthermore, the lack of qualified shipyard repair facilities could result in the inability to repair and maintain our ships on a timely basis, which could also result in reduced profitability."
"CCL_4_2017_01_30.txt","reverse","affected by","foreign currency exchange rate fluctuations","the shipyards ’ functional currency","this might require us to realize a loss on existing foreign currency zero cost collars without an offsetting gain on our foreign currency denominated shipbuilding contract payments, thus resulting in an adverse effect on our financial results.the cost of shipbuilding orders that we may place in the future that is denominated in a different currency than our cruise brands’ or the shipyards’ functional currency is expected to be affected by foreign currency exchange rate fluctuations."
"TXN_10_2011_02_25.txt","forward","result in","customer demands","shortened product life cycles","We require significant capital to develop new technologies and products to meet changing customer demands that, in turn, may result in shortened product life cycles."
"TXN_10_2011_02_25.txt","reverse","Affected by","Changes","Results","Our Results of Operations Could be Affected by Changes in Tax-Related Matters."
"TXN_10_2011_02_25.txt","reverse","Affected by","Changes","Results","Our Results of Operations Could be Affected by Changes in the Financial Markets."
"VZ_4_2017_02_21.txt","reverse","affected by","any such litigation","business","we are unable to predict whether our business will be affected by any such litigation."
"ROP_2_2019_02_25.txt","forward","result in","facility","an event","a breach of these covenants or our inability to comply with the financial ratios, tests or other restrictions contained in our facility could result in an event of default under this facility."
"WDC_2_2018_08_24.txt","forward","result in","the occurrence","an acceleration","cancellation events relating to the guarantors include, among other things, an assignment of all or a substantial part of a guarantor’s business, a bankruptcy event involving a guarantor and acceleration of other monetary debts of a guarantor above a specified threshold.the breach of a covenant or the occurrence of another cancellation event could result in an acceleration of the flash ventures’ lease obligations."
"DOV_11_2010_02_19.txt","reverse","affected by","unfavorable tax adjustments","financial results","if these audits result in assessments different from amounts estimated, then the company’s financial results may be adversely affected by unfavorable tax adjustments."
"V_9_2011_11_18.txt","reverse","affected by","changes","the trading markets","•    the trading markets for u.s. government securities may be adversely affected by changes in investor sentiment."
"UAA_7_2014_02_21.txt","reverse","affected by","numerous risks","financial condition","a number of important factors could cause actual results to differ materially from those indicated by these forward-looking statements, including, but not limited to, those factors described in “risk factors” and “management’s discussion and analysis of financial condition and results of operations.” these factors include without limitation:•changes in general economic or market conditions that could affect consumer spending and the financial health of our retail customers;•our ability to effectively manage our growth and a more complex global business;•our ability to effectively develop and launch new, innovative and updated products;•our ability to accurately forecast consumer demand for our products and manage our inventory in response to changing demands;•increased competition causing us to lose market share or reduce the prices of our products or to increase significantly our marketing efforts;•fluctuations in the costs of our products;•loss of key suppliers or manufacturers or failure of our suppliers or manufacturers to produce or deliver our products in a timely or cost-effective manner;•our ability to further expand our business globally and to drive brand awareness and consumer acceptance of our products in other countries;•our ability to accurately anticipate and respond to seasonal or quarterly fluctuations in our operating results;•our ability to effectively market and maintain a positive brand image;•our ability to comply with trade and other regulations;•the availability, integration and effective operation of management information systems and other technology;•our ability to effectively integrate new businesses and investments into our company;•our potential exposure to litigation and other proceedings; and•our ability to attract and retain the services of our senior management and key employees.the forward-looking statements contained in this form 10-k reflect our views and assumptions only as of the date of this form 10-k. we undertake no obligation to update any forward-looking statement to reflect events or circumstances after the date on which the statement is made or to reflect the occurrence of unanticipated events.our results of operations and financial condition could be adversely affected by numerous risks."
"UAA_7_2014_02_21.txt","forward","result in","failure","a default","failure to comply with any of the covenants under the credit agreement could result in a default."
"STZ_8_2013_04_29.txt","forward","result in","a major uninsured catastrophe","significant unrecoverable losses","a major uninsured catastrophe could result in significant unrecoverable losses."
"HWM_8_2013_02_15.txt","reverse","affected by","declines","alcoa","alcoa could be materially adversely affected by declines in aluminum prices."
"CB_7_2014_02_28.txt","forward","result in","known","a change","during the loss settlement period, which can be many years in duration for some of our lines of business, additional facts regarding individual claims and trends often will become known which may result in a change in overall reserves."
"CB_7_2014_02_28.txt","reverse","affected by","the changes","reinsurance contracts","in some instances, these changes may not become apparent until some time after we have issued insurance or reinsurance contracts that are affected by the changes."
"CB_7_2014_02_28.txt","reverse","affected by","currency fluctuations","equity","this could adversely impact our net income and liquidity and capital resources.exchange ratesour operating results and shareholders' equity may be adversely affected by currency fluctuations."
"NI_11_2010_02_26.txt","forward","result in","nisource ’ s failure","the acceleration","nisource’s failure to comply with any of these covenants could result in an event of default, which, if not cured or waived, could result in the acceleration of outstanding debt obligations."
"NI_11_2010_02_26.txt","reverse","affected by","increases","capital expenditures","in addition, nisource depends on debt to finance its operations, including both working capital and capital expenditures, and would be adversely affected by increases in interest rates."
"NI_11_2010_02_26.txt","forward","result in","electricity costs","reduced demand","additionally, increased gas and electricity costs could result in reduced demand from customers as a result of increased conservation activities."
"NI_11_2010_02_26.txt","forward","result in","credit risk","a material adverse effect","continued adverse economic conditions could increase credit risk and could result in a material adverse effect on nisource."
"COG_5_2016_02_22.txt","reverse","affected by","any requirements","tanks","in december 2014, the epa finalized additional amendments to these rules that, among other things, distinguished between multiple flowback stages during completion and clarified that storage 29 tanks permanently removed from service are not affected by any requirements."
"NDAQ_4_2017_03_01.txt","reverse","affected by","global economic conditions","exchanges.information services revenues","adverse conditions may jeopardize the ability of our listed companies to comply with the continued listing requirements of our exchanges.information services revenues also may be significantly affected by global economic conditions."
"NDAQ_4_2017_03_01.txt","forward","result in","future events","asset impairments","however, there are inherent uncertainties in these estimates.as discussed in “intangible asset impairment charges,” of note 5, “goodwill and acquired intangible assets,” to the consolidated financial statements, we recorded an indefinite-lived intangible asset impairment charge of $578 million in 2016 and $119 million in 2015. in addition, we recorded asset impairment charges of $49 million in 2014.we may experience future events that may result in asset impairments."
"NDAQ_4_2017_03_01.txt","forward","result in","credit facilities","an event","failure to meet any of the covenant terms of our credit facilities could result in an event of default."
"NDAQ_4_2017_03_01.txt","forward","result in","board","entrenchment","additionally, certain of these provisions make it more difficult to bring about a change in the composition of our board of directors, which could result in entrenchment of current management."
"SCHW_6_2015_02_23.txt","forward","result in","client confidence","the loss","a reduction in the company’s liquidity position could reduce client confidence in the company, which could result in the loss of client accounts."
"SCHW_6_2015_02_23.txt","forward","result in","margin calls","substantial losses","abrupt changes in securities valuations and the failure of clients to meet margin calls could result in substantial losses."
"SCHW_6_2015_02_23.txt","forward","resulted in","continued credit deterioration","impairment charges","certain securities available for sale experienced continued credit deterioration in 2014, which resulted in impairment charges."
"SCHW_6_2015_02_23.txt","forward","result in","maturity","the recognition","deterioration in the performance of securities available for sale and securities held to maturity could result in the recognition of future impairment charges."
"CVS_2_2019_02_28.txt","forward","result in","safety risk profiles","reduced consumer demand","when increased safety risk profiles or manufacturing or other supply issues of specific drugs or classes of drugs occur, or drugs become subject to greater restrictions as controlled substances, physicians may cease writing prescriptions for these drugs or the utilization of these drugs may be otherwise reduced.additionally, adverse publicity regarding drugs with higher safety risk profiles may result in reduced consumer demand for such drugs."
"CVS_2_2019_02_28.txt","forward","result in","the accretion","dilution","in addition, future events and page 54conditions could decrease or delay the accretion that is currently projected or could result in dilution."
"LYB_8_2013_02_12.txt","forward","result in","energy","increased operating expenses","costs and limitations on supply of raw materials and energy may result in increased operating expenses."
"LYB_8_2013_02_12.txt","forward","result in","possible","reduced operating results","it is possible that fluctuations in exchange rates will result in reduced operating results."
"LYB_8_2013_02_12.txt","reverse","affected by","labor relations","operations","our operations could be adversely affected by labor relations."
"HSIC_11_2010_02_23.txt","reverse","affected by","the financial credit markets","capital","our ability to continue to successfully effect acquisitions and joint ventures will depend upon the following:       ·    the availability of suitable acquisition or joint venture candidates at acceptable prices;          ·    our ability to consummate such transactions, which could potentially be prohibited due to u.s. or foreign antitrust regulations;          ·    the availability of financing on acceptable terms, in the case of non-stock transactions; and          ·    the liquidity of our investments and our ability to raise capital could be affected by the financial credit markets."
"HSIC_11_2010_02_23.txt","reverse","affected by","these initiatives","effective tax rate","there can be no assurance that our effective tax rate will not be adversely affected by these initiatives."
"ROP_8_2013_02_25.txt","forward","result in","facility","an event","A breach of these covenants or our inability to comply with the financial ratios, tests or other restrictions contained in our facility could result in an event of default under this facility."
"SPG_6_2015_02_27.txt","forward","result in","the interpretation thereof )","environmental liabilities","however, we cannot assure you that:   • existing environmental studies with respect to the portfolio reveal all potential environmental liabilities;   • any previous owner, occupant or tenant of a property did not create any material environmental condition not known to us;   • the current environmental condition of the portfolio will not be affected by tenants and occupants, by the condition of nearby properties, or by other unrelated third parties; or  • future uses or conditions (including, without limitation, changes in applicable environmental laws and regulations or the interpretation thereof) will not result in environmental liabilities."
"MA_8_2013_02_14.txt","reverse","affected by","such regulations","other financial institutions","in particular, many of our customers are subject to regulations applicable to banks and other financial institutions in the united states and abroad, and, consequently, we are at times affected by such regulations."
"APA_4_2017_02_24.txt","forward","result in","chemical additives","substantial claims","litigation arising from a catastrophic occurrence, such as a well blowout, explosion, or fire at a location where our equipment and services are used, or ground water contamination from hydraulic fracturing chemical additives may result in substantial claims for damages."
"MAA_5_2016_02_26.txt","forward","result in","properties","substantial cost","Compliance or failure to comply with laws requiring access to our properties by disabled persons could result in substantial cost."
"QCOM_8_2012_11_07.txt","forward","result in","new technologies","meaningful revenues","we intend to continue to make substantial investments in developing new products and technologies, and it is possible that our development efforts will not be successful and that our new technologies will not result in meaningful revenues."
"UAL_2_2019_02_28.txt","forward","result in","operating results","adverse publicity","an adverse resolution of lawsuits, arbitrations, investigations or other proceedings or actions could have a material adverse effect on our financial condition and operating results, including as a result of non-monetary remedies, and could also result in adverse publicity."
"WRB_9_2012_02_28.txt","reverse","resulted from","severe storms","past catastrophe-related claims","catastrophes can cause losses in a variety of our property and casualty lines, and most of our past catastrophe-related claims have resulted from severe storms."
"WRB_9_2012_02_28.txt","forward","brought about","continued expansion","additional requirements","our continued expansion into new international markets has brought about additional requirements."
"MGM_3_2018_03_01.txt","forward","resulted in","demographic changes","recent growth","Consumer preferences also evolve over time due to a variety of factors, including demographic changes, which, for instance, have resulted in recent growth in consumer demand for non-gaming offerings."
"NWSA_7_2013_09_20.txt","reverse","affected by","negative developments","the company ’ s results","as a result, the company’s results of operations may be adversely affected by negative developments in the australian market."
"NWSA_7_2013_09_20.txt","forward","result in","budget issues","a decrease","future changes in federal funding and the state and local tax base could create an unfavorable environment, leading to budget issues that result in a decrease in educational funding."
"ANSS_6_2015_02_26.txt","forward","result in","tax assets","a material increase","a change in the tax law in the jurisdictions in which the company does business, including an increase in tax rates, an adverse change in the treatment of an item of income or expense, or a decrease in tax rates in a jurisdiction in which the company has significant deferred tax assets, could result in a material increase in tax expense."
"MRK_4_2017_02_28.txt","reverse","affected by","any","prospects","the company’s business, financial condition, results of operations or prospects could be materially adversely affected by any of these risks."
"MRK_4_2017_02_28.txt","forward","result in","a loss","a material non-cash impairment charge","further, court decisions relating to other companies’ patents, potential legislation relating to patents, as well as regulatory initiatives may result in a more general weakening of intellectual property protection.if one or more important products lose patent protection in profitable markets, sales of those products are likely to decline significantly as a result of generic versions of those products becoming available and, in the case of certain products, such a loss could result in a material non-cash impairment charge."
"MRK_4_2017_02_28.txt","forward","result in","private sector beneficiaries","further pricing pressures","changes to the health care system enacted as part of health care reform in the united states, as well as increased purchasing power of entities that negotiate on behalf of medicare, medicaid, and private sector beneficiaries, could result in further pricing pressures."
"GIS_9_2011_07_08.txt","reverse","affected by","a number","time","Consumer preferences change from time to time and can be affected by a number of different trends."
"GIS_9_2011_07_08.txt","forward","result in","businesses","significant impairment losses","While we currently believe that our goodwill is not impaired, different assumptions regarding the future performance of our businesses could result in significant impairment losses."
"PSX_3_2018_02_23.txt","forward","result in","any","substantial losses","in addition, these risks could result in significant injury, loss of human life, damage to property, environmental pollution and impairment of operations, any of which could result in substantial losses."
"AMP_10_2011_02_28.txt","reverse","affected by","these conditions","claims","it is difficult to predict how long and to what extent the aforementioned conditions will exist, which of our markets, products and businesses will be directly affected in terms of revenues, management fees and investment valuations and earnings, and to what extent our clients may seek to bring claims arising out of investment performance that is affected by these conditions."
"AMP_10_2011_02_28.txt","forward","result in","increases","extension","also, increases in market interest rates may result in extension of certain cash flows from structured mortgage assets."
"AMP_10_2011_02_28.txt","forward","result in","the prices","realized investment losses","these withdrawals and surrenders may require investment assets to be sold at a time when the prices of those assets are lower because of the increase in market interest rates, which may result in realized investment losses."
"AMP_10_2011_02_28.txt","forward","result in","those funds","a loss","moreover, if our money market funds experience a decline in market value, we may choose to contribute capital to those funds without consideration, which would result in a loss."
"AMP_10_2011_02_28.txt","reverse","caused by","the downgrade","negative perception","additionally, we could be adversely affected by a general, negative perception of financial institutions caused by the downgrade of other financial institutions."
"AMP_10_2011_02_28.txt","forward","brought on","some","behalf","some of these proceedings have been brought on behalf of various alleged classes of complainants."
"AMP_10_2011_02_28.txt","forward","result in","any resulting litigation","significant liability","any such claims and any resulting litigation could result in significant liability for damages."
"IFF_9_2012_02_28.txt","forward","result in","d costs","increased revenue","furthermore, there may be significant lag times from the time we incur r&d costs to the time that these r&d costs may result in increased revenue."
"IFF_9_2012_02_28.txt","forward","result in","these tests","impairment charges","accordingly, we may perform impairment tests more frequently than annually required, based on changes in the economic environment and other factors, and these tests could result in impairment charges in the future."
"MSFT_8_2012_07_26.txt","forward","result in","business practices","reduced revenue","compliance with these types of regulation may involve significant costs or require changes in products or business practices that result in reduced revenue."
"MSFT_8_2012_07_26.txt","forward","result in","retailer","sales channel disruption","the impact of economic conditions on our partners, such as the bankruptcy of a major distributor, oem, or retailer, could result in sales channel disruption."
"MSFT_8_2012_07_26.txt","forward","result in","lawsuits","adverse outcomes","we have claims and lawsuits against us that may result in adverse outcomes."
"XLNX_8_2013_05_23.txt","reverse","affected by","downturns","financial performance","the semiconductor industry is highly cyclical and our financial performance has been affected by downturns in the industry."
"XLNX_8_2013_05_23.txt","forward","result in","systems","business disruption","we rely on information technology systems, and failure of these systems to function properly or unauthorized access to our systems could result in business disruption."
"XLNX_8_2013_05_23.txt","forward","result in","difficulties","business disruption","failure of our it systems or difficulties in managing them could result in business disruption."
"XLNX_8_2013_05_23.txt","reverse","affected by","other natural disasters such","some areas","umc’s and tsmc's foundries in taiwan and seiko’s foundries in japan and our assembly and test partners in japan and other regions as well as many of our operations in california are centered in areas that have been seismically active in the recent past and some areas have been affected by other natural disasters such as typhoons."
"XLNX_8_2013_05_23.txt","forward","result in","controls necessary","a material weakness disclosure","our controls necessary for continued compliance with the act may not operate effectively at all times and may result in a material weakness disclosure."
"UHS_6_2015_02_26.txt","forward","result in","hospitals","reduced penalties","because there are only a few judicial decisions interpreting the stark law, there can be no assurance that our hospitals will not be found in violation of the stark law or that self-disclosure of a potential violation would result in reduced penalties."
"UHS_6_2015_02_26.txt","reverse","affected by","fluctuations","financial results","our financial results may be adversely affected by fluctuations in foreign currency exchange rates."
"UHS_6_2015_02_26.txt","reverse","affected by","foreign exchange fluctuations","results","while we may elect to enter into hedging arrangements to protect our business against certain currency fluctuations, these hedging arrangements do not provide comprehensive protection, and our results of operations could be adversely affected by foreign exchange fluctuations."
"TAP_6_2015_02_12.txt","forward","result in","general insurance policies","significant unrecoverable losses","additionally, certain catastrophes are not covered by our general insurance policies, which could result in significant unrecoverable losses."
"TAP_6_2015_02_12.txt","forward","result in","statement","the future","due to the uncertainty involved in the ultimate outcome and timing of these contingencies, significant adjustments to the carrying value of our indemnity liabilities and corresponding statement of operations charges/credits could result in the future."
"DLR_3_2018_03_01.txt","forward","result in","a particular transaction","revenue","as a result, the leasing of data center space can have a long sales cycle, and we may expend significant time and resources in pursuing a particular transaction that may not result in revenue."
"DLR_3_2018_03_01.txt","reverse","affected by","a downturn","cash available","we depend upon the local economic conditions in these areas, including local real estate conditions, and our operations, revenue and cash available for distribution could be materially adversely affected by a downturn in local economic conditions in these areas."
"DLR_3_2018_03_01.txt","forward","result in","all","energy cost savings","additionally, some of our customers have begun to operate their data centers using direct outside air, with a wider range of humidity levels and at temperatures that are higher than servers customarily have operated at in the past, all of which may result in energy cost savings for these customers."
"DLR_3_2018_03_01.txt","forward","result in","loans","a cross-default","further, our default under any one of our loans could result in a cross-default on other indebtedness."
"TEL_9_2011_11_18.txt","forward","result in","products","additional divestitures","while we have completed the divestiture of underperforming or non-strategic businesses and product lines that we began over four years ago, we continue to evaluate specific businesses and products which may result in additional divestitures."
"TEL_9_2011_11_18.txt","forward","result in","tendered notes","a default","we cannot assure you that we will have sufficient funds available or access to funding to repurchase tendered notes in that event, which could result in a default under the notes."
"FIS_5_2016_02_26.txt","forward","result in","unfavorable future tax law changes","these negative impacts","unfavorable future tax law changes could also result in these negative impacts."
"NWSA_6_2014_08_14.txt","reverse","affected by","negative developments","the company ’ s results","as a result, the company’s results of operations may be adversely affected by negative developments in the australian market."
"MO_9_2012_02_16.txt","forward","resulted in","settlements","substantial cigarette price increases","settlements of certain tobacco litigation in the united states have resulted in substantial cigarette price increases."
"MO_9_2012_02_16.txt","reverse","affected by","an unfavorable outcome","businesses","we cannot predict whether new investigations may be commenced or the outcome of such investigations, and it is possible that our subsidiaries’ businesses could be materially affected by an unfavorable outcome of future investigations."
"MO_9_2012_02_16.txt","forward","result in","time","a definitive agreement","from time to time we may engage in confidential acquisition negotiations that are not publicly announced unless and until those negotiations result in a definitive agreement."
"TXN_4_2017_02_23.txt","reverse","affected by","changes","liquidity","Our results of operations and liquidity could be affected by changes in the financial markets."
"DTE_11_2010_02_23.txt","forward","result in","a continuous improvement program","significant cost savings","We have a continuous improvement program that is expected to result in significant cost savings."
"XRAY_11_2010_02_22.txt","forward","result in","risks","the expected benefits","- 9 - The Company s expansion through acquisition involves risks and may not result in the expected benefits."
"XRAY_11_2010_02_22.txt","forward","result in","principles","unfavorable accounting charges","Changes in, or interpretations of, accounting principles could result in unfavorable accounting charges."
"VRTX_10_2011_02_17.txt","reverse","affected by","the ppaca","business","in addition, the ppaca imposes an annual fee, which will increase annually, on sales by branded pharmaceutical manufacturers starting in 2011. the financial impact of these discounts, increased rebates and fees and the other provisions of the ppaca on our business is unclear and there can be no assurance that our business will not be materially adversely affected by the ppaca."
"VRTX_10_2011_02_17.txt","forward","result in","these activities","a delay","although we believe that there are a number of other third-party contractors we could engage to continue these activities, it may result in a delay of the affected trial."
"WLTW_4_2017_03_01.txt","reverse","affected by","an unfavorable resolution","annual period","it is thus possible that future results of operations or cash flows for any particular quarterly or annual period 19could be materially affected by an unfavorable resolution of these matters."
"WLTW_4_2017_03_01.txt","forward","result in","the recent u.s. election","significant regulatory change and/or uncertainty","the recent u.s. election may result in significant regulatory change and/or uncertainty."
"WLTW_4_2017_03_01.txt","forward","result in","the recent u.s. election","significant regulatory change and/or uncertainty","the recent u.s. election may result in significant regulatory change and/or uncertainty."
"WLTW_4_2017_03_01.txt","forward","result in","tendered notes","a default","we may not have sufficient funds available or access to funding to repurchase tendered notes in that event, which could result in a default under the notes."
"UPS_9_2012_02_27.txt","reverse","affected by","adverse developments","results","in particular, our business is affected by levels of industrial production, consumer spending and retail activity, and our business, financial position and results of operations could be materially affected by adverse developments in these aspects of the economy."
"UPS_9_2012_02_27.txt","forward","result in","lawsuits","significant expenditures","17      we may be subject to various claims and lawsuits that could result in significant expenditures."
"SCHW_2_2019_02_22.txt","forward","result in","maturity ( htm ) securities","the recognition","deterioration in the performance of available for sale (afs) and held to maturity (htm) securities could result in the recognition of future impairment charges."
"MS_11_2010_02_26.txt","forward","result in","subsequent valuations","significant changes","subsequent valuations, in light of factors then prevailing, may result in significant changes in the values of these securities in future periods."
"MS_11_2010_02_26.txt","reverse","affected by","the downturn","these businesses","these businesses have been, and may continue to be, adversely affected by the downturn in the real estate sector."
"MS_11_2010_02_26.txt","reverse","affected by","these events","results","as a result, our financial condition and results of operations may be adversely affected by these events."
"MS_11_2010_02_26.txt","reverse","affected by","the current legal environment","reputation","we may incur substantial costs or loss of revenue in complying with current or future laws and regulations and our overall businesses and reputation may be adversely affected by the current legal environment."
"TFX_11_2010_02_25.txt","forward","result in","cost reduction efforts","future charges","if these measures are not successful or sustainable, we may undertake additional realignment and cost reduction efforts, which could result in future charges."
"ZTS_5_2016_02_24.txt","forward","result in","flock sizes","reduced spending","higher corn prices may contribute to reductions in herd or flock sizes that may result in reduced spending on animal health products."
"ZTS_5_2016_02_24.txt","forward","resulted in","italy","production interruptions","for example, our manufacturing site in medolla, italy was damaged in an earthquake in may 2012, which resulted in production interruptions at that site."
"ZTS_5_2016_02_24.txt","reverse","caused by","such unauthorized use","legal remedies","despite these efforts and precautions, we may be unable to prevent a third party from copying or otherwise obtaining and using our trade secrets or our other intellectual property without authorization and legal remedies may not adequately compensate us for the damages caused by such unauthorized use."
"LDOS_10_2010_04_01.txt","forward","result in","such adjustments","significant customer refunds","such adjustments can be applied retroactively, which could result in significant customer refunds."
"NDAQ_5_2016_02_26.txt","reverse","affected by","global economic conditions","data products revenues","data products revenues also may be significantly affected by global economic conditions."
"NDAQ_5_2016_02_26.txt","forward","result in","future events","asset impairments","as discussed in “intangible asset impairment charges,” of note 5, “goodwill and acquired intangible assets,” to the consolidated financial statements, we recorded an indefinite-lived intangible asset impairment charge of $119 million in 2015. in addition, we recorded asset impairment charges of $49 million in 2014 and $14 million in 2013.    we may experience future events that may result in asset impairments."
"NDAQ_5_2016_02_26.txt","forward","result in","credit facility","an event","failure to meet any of the covenant terms of our revolving credit facility could result in an event of default."
"NDAQ_5_2016_02_26.txt","forward","result in","board","entrenchment","additionally, certain of these provisions make it more difficult to bring about a change in the composition of our board of directors, which could result in entrenchment of current management."
"LLY_3_2018_02_20.txt","reverse","affected by","any","results","it is possible that our business, financial condition, liquidity, or results of operations could be materially adversely affected by any of these risks."
"FTV_3_2018_02_28.txt","forward","result in","the subject","loss","government contracts that have been awarded to us following a bid process could become the subject of a bid protest by a losing bidder, which could result in loss of the contract."
"FTV_3_2018_02_28.txt","forward","result in","weakening","unfavorable translation effects","sales and expenses of our non-u.s. businesses are also translated into u.s. dollars for reporting purposes and the strengthening or weakening of the u.s. dollar could result in unfavorable translation effects."
"FTV_3_2018_02_28.txt","forward","result in","the functional currency","unfavorable exchange rate effects","in addition, certain of our businesses may transact in a currency other than the business’ functional currency, and movements in the transaction currency relative to the functional currency could also result in unfavorable exchange rate effects."
"CHTR_9_2012_02_27.txt","forward","result in","credit facilities","a default","in addition, a change of control under the charter operating credit facilities would result in a default under those credit facilities."
"CHTR_9_2012_02_27.txt","reverse","affected by","the general economic downturn","many","consequently, we are unable to predict the effect that ongoing or future developments in these areas might have on our telephone and commercial businesses and operations.our exposure to the credit risks of our customers, vendors and third parties could adversely affect our cash flow, results of operations and financial condition.we are exposed to risks associated with the potential financial instability of our customers, many of whom have been adversely affected by the general economic downturn."
"CHTR_9_2012_02_27.txt","reverse","affected by","these initiatives","tax payments","there can be no assurance that our effective tax rate or tax payments will not be adversely affected by these initiatives."
"CHTR_9_2012_02_27.txt","forward","result in","unauthorized attachments","additional costs","the order also allows for new penalties in certain cases involving unauthorized attachments that could result in additional costs for cable operators."
"CHTR_9_2012_02_27.txt","forward","result in","the new rules","a substantial decrease","the new rules will result in a substantial decrease in intercarrier compensation payments over a multi-year period."
"BAC_4_2017_02_23.txt","forward","result in","revenues","material losses","for more information on how we manage risks, see managing risk in the md&a on page 41.any risk factor described in this annual report on form 10-k or in any of our other sec filings could by itself, or together with other factors, materially adversely affect our liquidity, competitive position, business, reputation, results of operations, capital position or financial condition, including by materially increasing our expenses or decreasing our revenues, which could result in material losses."
"BAC_4_2017_02_23.txt","forward","result in","increases","a decrease","conversely, increases in interest rates may result in a decrease in residential mortgage loan originations."
"BAC_4_2017_02_23.txt","forward","resulted in","volatility","significant declines","the vote outcome increased global economic and market uncertainty and volatility, and resulted in significant declines in the value of the british pound."
"COO_9_2011_12_16.txt","reverse","affected by","similar systemic impacts","foreign countries","foreign countries, in particular the euro zone, are affected by similar systemic impacts."
"COO_9_2011_12_16.txt","reverse","affected by","this new tax","coopervision","coopervision is not affected by this new tax."
"ANTM_10_2011_02_17.txt","forward","result in","b. failure","a termination","our license agreements with the bcbsa contain certain requirements and restrictions regarding our operations and our use of the blue cross and blue shield names and marks, including: minimum capital and liquidity requirements imposed by the bcbsa; enrollment and customer service performance requirements; participation in programs that provide portability of membership between plans; disclosures to the bcbsa relating to enrollment and financial conditions; disclosures as to the structure of the blue cross and blue shield system in contracts with third parties and in public statements; plan governance requirements; a requirement that at least 80% (or, in the case of blue cross of california, substantially all) of a licensee’s annual combined local net revenue, as defined by the bcbsa, attributable to health benefit plans within its service areas must be sold, marketed, administered or underwritten under the blue cross and blue shield names and marks; a requirement that at least 66 2/3% of a licensee’s annual combined national net revenue, as defined by the bcbsa, attributable to health benefit plans must be sold, marketed, administered or underwritten under the blue cross and blue shield names and marks; a requirement that neither a plan nor any of its licensed affiliates may permit an entity other than a plan or a licensed affiliate to obtain control of the plan or the licensed affiliate or to acquire a substantial portion of its assets related to licensable services; a requirement that we divide our board of directors into three classes serving staggered three-year terms; a requirement that we guarantee certain contractual and financial obligations of our licensed affiliates; and a requirement that we indemnify the bcbsa against any claims asserted against it resulting from the contractual and financial obligations of any subsidiary that serves as a fiscal intermediary providing administrative services for medicare parts a and b. failure to comply with the foregoing requirements could result in a termination of the license agreements."
"ANTM_10_2011_02_17.txt","forward","result in","other intangible assets","impairment charges","such decisions, which could unfavorably affect our ability to support the carrying value of certain goodwill and other intangible assets, could result in impairment charges in future periods."
"GIS_5_2015_07_06.txt","forward","result in","businesses","significant impairment losses","12       while we currently believe that our goodwill is not impaired, different assumptions regarding the future performance of our businesses could result in significant impairment losses."
"MSFT_6_2014_07_31.txt","forward","result in","business practices","reduced revenue","compliance with these types of regulation may involve significant costs or require changes in products or business practices that result in reduced revenue."
